head_UMLS_CUI	relation	tail_UMLS_CUI
C0030567	NDFRT	C0979389
C0071839	NDFRT	C0003868
C0004623	NDFRT	C1967637
C0020557	NDFRT	C0977090
C0036220	NDFRT	C1740785
C0688338	NDFRT	C0004669
C0011860	NDFRT	C0977134
C0035436	NDFRT	C0691131
C0014121	NDFRT	C0719220
C0027726	NDFRT	C0032613
C0036474	NDFRT	C0974588
C0002965	NDFRT	C0282471
C0036983	NDFRT	C1877734
C3883334	NDFRT	C0032227
C0004623	NDFRT	C0979006
C0690471	NDFRT	C0006035
C0000768	NDFRT	C0718043
C0004623	NDFRT	C0975323
C0039240	NDFRT	C0709793
C0991765	NDFRT	C0003873
C0042510	NDFRT	C0978164
C0013238	NDFRT	C1572490
C0018802	NDFRT	C0789663
C0023448	NDFRT	C4224879
C0035793	NDFRT	C3883334
C0085426	NDFRT	C0776212
C0023890	NDFRT	C0688060
C0001714	NDFRT	C0014836
C0004096	NDFRT	C0980863
C0023223	NDFRT	C0981520
C0004096	NDFRT	C0975947
C0004623	NDFRT	C0688360
C0009324	NDFRT	C0705898
C0025323	NDFRT	C1329127
C0007642	NDFRT	C4082838
C0026838	NDFRT	C0688561
C0781901	NDFRT	C0003868
C1956346	NDFRT	C0981738
C0005943	NDFRT	C0007541
C0020456	NDFRT	C0724601
C2718941	NDFRT	C0038013
C0004623	NDFRT	C0055144
C0032787	NDFRT	C0979168
C0034885	NDFRT	C0123931
C0693766	NDFRT	C0003950
C0164613	NDFRT	C0242383
C0085215	NDFRT	C0938946
C0013404	NDFRT	C3484798
C1828438	NDFRT	C0040156
C0014173	NDFRT	C0028356
C0011860	NDFRT	C0690600
C0005586	NDFRT	C0691061
C0003811	NDFRT	C3555653
C0032463	NDFRT	C4048805
C0004096	NDFRT	C2365549
C0001126	NDFRT	C1342680
C0020443	NDFRT	C3692522
C0042963	NDFRT	C0979800
C0004626	NDFRT	C3883331
C0014742	NDFRT	C4082214
C0038356	NDFRT	C3643196
C0039128	NDFRT	C1965620
C0018482	NDFRT	C2609711
C0030193	NDFRT	C0282107
C0162627	NDFRT	C0974350
C0036341	NDFRT	C1585813
C0525046	NDFRT	C1949272
C0038013	NDFRT	C1712050
C1344517	NDFRT	C0032269
C0689910	NDFRT	C0019202
C1443671	NDFRT	C0010674
C0023219	NDFRT	C0689119
C0018081	NDFRT	C0778369
C0027794	NDFRT	C2939773
C0085215	NDFRT	C2726481
C2700670	NDFRT	C0005586
C0098735	NDFRT	C0033774
C0033860	NDFRT	C0690519
C0756085	NDFRT	C0038166
C0974995	NDFRT	C0038354
C0011880	NDFRT	C4284411
C0016167	NDFRT	C0775764
C0037763	NDFRT	C0981754
C0994837	NDFRT	C0013295
C0005138	NDFRT	C0690626
C3665596	NDFRT	C0991740
C0006266	NDFRT	C1337120
C0006277	NDFRT	C2947919
C0030193	NDFRT	C2684464
C3887868	NDFRT	C0003872
C0020461	NDFRT	C0716500
C0020179	NDFRT	C0974732
C0002645	NDFRT	C0162627
C0015456	NDFRT	C0938062
C0039240	NDFRT	C1329328
C0006434	NDFRT	C0981520
C0020538	NDFRT	C0977533
C0030193	NDFRT	C0937479
C0978578	NDFRT	C0010520
C0035457	NDFRT	C1967858
C0027819	NDFRT	C0771055
C0029291	NDFRT	C2939613
C0040028	NDFRT	C0981522
C0030193	NDFRT	C1177667
C0026088	NDFRT	C0032987
C0027055	NDFRT	C3848699
C0039240	NDFRT	C0874731
C0009324	NDFRT	C0688498
C1458155	NDFRT	C0976974
C0002880	NDFRT	C3475343
C0038814	NDFRT	C0069803
C0974670	NDFRT	C0038160
C0786175	NDFRT	C0268483
C0014121	NDFRT	C0982807
C0018567	NDFRT	C0976952
C0029456	NDFRT	C0980269
C0035585	NDFRT	C0975516
C0003873	NDFRT	C0717758
C1177457	NDFRT	C0029458
C0006266	NDFRT	C0975954
C0009324	NDFRT	C1177993
C0025323	NDFRT	C0976765
C0036271	NDFRT	C0978713
C0025322	NDFRT	C0014939
C0011603	NDFRT	C1644174
C0004669	NDFRT	C0700445
C0024141	NDFRT	C0690106
C0003868	NDFRT	C0010137
C0979038	NDFRT	C0021890
C0006277	NDFRT	C0980568
C0009952	NDFRT	C0979452
C0021099	NDFRT	C0975426
C0005586	NDFRT	C1813813
C0024031	NDFRT	C1576505
C0036341	NDFRT	C0975604
C0034067	NDFRT	C1363496
C0004238	NDFRT	C2723286
C0162316	NDFRT	C0938657
C0035243	NDFRT	C0980723
C0007131	NDFRT	C3644517
C0025320	NDFRT	C3537518
C0011860	NDFRT	C0716501
C0026838	NDFRT	C0976327
C0243026	NDFRT	C0977149
C0038358	NDFRT	C1948446
C0974335	NDFRT	C0001261
C0039590	NDFRT	C4048851
C0000771	NDFRT	C2978154
C0042514	NDFRT	C0786375
C0973805	NDFRT	C0032343
C0079153	NDFRT	C0976839
C0036341	NDFRT	C0979809
C0980812	NDFRT	C0003868
C0006277	NDFRT	C0698118
C0009806	NDFRT	C0712685
C0149931	NDFRT	C0976391
C0035579	NDFRT	C0976697
C0021603	NDFRT	C0991672
C0030193	NDFRT	C0978435
C0004238	NDFRT	C0772509
C0036572	NDFRT	C2701084
C0009324	NDFRT	C0977619
C0700345	NDFRT	C0980506
C0011603	NDFRT	C0051556
C0919267	NDFRT	C0982649
C0036690	NDFRT	C0689919
C0006287	NDFRT	C0981112
C0036271	NDFRT	C0689108
C0705941	NDFRT	C0037769
C0981591	NDFRT	C0033740
C0004238	NDFRT	C0709792
C0976831	NDFRT	C0033578
C3528619	NDFRT	C0033046
C0022603	NDFRT	C0774855
C3892238	NDFRT	C0003872
C0004099	NDFRT	C1168689
C0023418	NDFRT	C0775274
C0301383	NDFRT	C0003460
C0004096	NDFRT	C1951666
C0080233	NDFRT	C3701211
C0021603	NDFRT	C0304359
C0028326	NDFRT	C1169559
C0033860	NDFRT	C1364307
C0030193	NDFRT	C0700535
C0006849	NDFRT	C0064113
C0028326	NDFRT	C2683596
C0524909	NDFRT	C0977854
C0026896	NDFRT	C4048564
C0162627	NDFRT	C4048241
C0032064	NDFRT	C0058731
C0977620	NDFRT	C0036271
C1533701	NDFRT	C0043167
C0019829	NDFRT	C0689391
C0600901	NDFRT	C0006118
C0026948	NDFRT	C0873969
C0979036	NDFRT	C0018802
C0027051	NDFRT	C0979019
C0032343	NDFRT	C4048338
C0020456	NDFRT	C1176449
C0034067	NDFRT	C1161581
C0013336	NDFRT	C0939176
C0020598	NDFRT	C0975190
C0006266	NDFRT	C0709718
C0033975	NDFRT	C1329947
C0004623	NDFRT	C2266971
C0011615	NDFRT	C0688677
C0010692	NDFRT	C0028902
C0980832	NDFRT	C0019521
C0010068	NDFRT	C0977998
C0005586	NDFRT	C0975244
C0020443	NDFRT	C0975465
C4048805	NDFRT	C0025202
C0691133	NDFRT	C0003873
C0013221	NDFRT	C1814228
C0022568	NDFRT	C0976112
C0004096	NDFRT	C2963200
C0002644	NDFRT	C0033931
C0004096	NDFRT	C0977992
C0004604	NDFRT	C0546873
C0020517	NDFRT	C1572795
C0017612	NDFRT	C0976680
C0162565	NDFRT	C0355077
C0038358	NDFRT	C1509586
C0038160	NDFRT	C0688351
C1968005	NDFRT	C0021368
C0035457	NDFRT	C0043443
C0011882	NDFRT	C0784226
C0085426	NDFRT	C0779136
C0011581	NDFRT	C1329607
C0008677	NDFRT	C0025573
C0980425	NDFRT	C0036508
C0040259	NDFRT	C0068367
C0976974	NDFRT	C0018671
C0030193	NDFRT	C0872988
C0021890	NDFRT	C4281905
C0006118	NDFRT	C0689391
C0004096	NDFRT	C0981206
C0020517	NDFRT	C0982409
C0042029	NDFRT	C0724713
C0018133	NDFRT	C3652001
C0033860	NDFRT	C0303760
C0033774	NDFRT	C0793131
C0003469	NDFRT	C4048993
C0242422	NDFRT	C0546874
C0005586	NDFRT	C2727014
C0030201	NDFRT	C4049100
C1956346	NDFRT	C0875292
C0011334	NDFRT	C0773700
C0006434	NDFRT	C0786375
C0039240	NDFRT	C4317196
C0010043	NDFRT	C0038746
C0032227	NDFRT	C0937589
C0428977	NDFRT	C0690489
C0976763	NDFRT	C0025322
C0689575	NDFRT	C0026769
C0035243	NDFRT	C1696546
C0151636	NDFRT	C0710846
C0011226	NDFRT	C1589847
C0013404	NDFRT	C0978731
C0007166	NDFRT	C0702304
C0019829	NDFRT	C0042680
C0034067	NDFRT	C0979190
C0014556	NDFRT	C1164890
C0029458	NDFRT	C0688104
C3154517	NDFRT	C0025202
C0014836	NDFRT	C0688438
C0018834	NDFRT	C0693367
C0040123	NDFRT	C0040156
C0001261	NDFRT	C1967637
C0032964	NDFRT	C0060277
C0019163	NDFRT	C1576544
C0020538	NDFRT	C0994953
C0006818	NDFRT	C0980549
C0011854	NDFRT	C0770226
C0043241	NDFRT	C0979216
C0020443	NDFRT	C4275476
C0004096	NDFRT	C0980589
C0006287	NDFRT	C0981119
C0003811	NDFRT	C0692800
C0025284	NDFRT	C1455694
C0752303	NDFRT	C0689945
C0006625	NDFRT	C2722454
C0079487	NDFRT	C0978624
C0026603	NDFRT	C0731939
C0525045	NDFRT	C1995606
C0978887	NDFRT	C0029443
C0013390	NDFRT	C0978905
C0036572	NDFRT	C0687772
C0004623	NDFRT	C3555616
C0002880	NDFRT	C1712128
C0020619	NDFRT	C0976793
C4048963	NDFRT	C0007131
C0040046	NDFRT	C0040373
C0006434	NDFRT	C0779011
C0030807	NDFRT	C0688492
C0975323	NDFRT	C0033700
C0034067	NDFRT	C0977224
C0008354	NDFRT	C0980543
C0004626	NDFRT	C3883339
C1878468	NDFRT	C0040592
C0004238	NDFRT	C0687939
C0718066	NDFRT	C0002895
C0020626	NDFRT	C2724902
C0015379	NDFRT	C4276090
C0033817	NDFRT	C0977118
C0005697	NDFRT	C0937296
C0030186	NDFRT	C0979256
C0011581	NDFRT	C0688371
C0975369	NDFRT	C0018081
C0020619	NDFRT	C1815657
C0014121	NDFRT	C0025872
C0028754	NDFRT	C2740961
C0008049	NDFRT	C0692542
C0023219	NDFRT	C1814298
C0030193	NDFRT	C4282632
C2718941	NDFRT	C0022593
C0032897	NDFRT	C0980320
C2241898	NDFRT	C0033700
C0026636	NDFRT	C1298255
C0700553	NDFRT	C0003175
C0149778	NDFRT	C0007538
C0013295	NDFRT	C1948446
C0149778	NDFRT	C1712033
C0006266	NDFRT	C0698112
C0004238	NDFRT	C0780234
C0036341	NDFRT	C0979785
C0040262	NDFRT	C0778677
C0004238	NDFRT	C1329327
C0014836	NDFRT	C0037490
C4283574	NDFRT	C0006434
C0004096	NDFRT	C1967858
C0036474	NDFRT	C0691919
C0037278	NDFRT	C1995205
C0004623	NDFRT	C0977115
C0020640	NDFRT	C1814226
C0022729	NDFRT	C0977104
C0023472	NDFRT	C2920194
C1696546	NDFRT	C0040592
C0011615	NDFRT	C1591333
C0981045	NDFRT	C0031762
C0085426	NDFRT	C0008196
C0689919	NDFRT	C0032269
C0021400	NDFRT	C1372987
C0006849	NDFRT	C0979086
C0085166	NDFRT	C0991634
C0003578	NDFRT	C0994338
C1961102	NDFRT	C0689485
C0013395	NDFRT	C0978299
C2937334	NDFRT	C0037763
C0011581	NDFRT	C0937409
C0023241	NDFRT	C0976709
C0543210	NDFRT	C0017536
C0700527	NDFRT	C0014836
C0011881	NDFRT	C0976695
C0700463	NDFRT	C1112209
C0008497	NDFRT	C4224888
C2937421	NDFRT	C2366231
C0022081	NDFRT	C4521178
C0006266	NDFRT	C2747653
C0030200	NDFRT	C0789615
C1761636	NDFRT	C0017160
C0004623	NDFRT	C0017449
C0037199	NDFRT	C0975388
C0001957	NDFRT	C0028215
C0043241	NDFRT	C0793651
C0042164	NDFRT	C0975944
C0688418	NDFRT	C0011633
C0038941	NDFRT	C0979705
C0042029	NDFRT	C0977104
C0018567	NDFRT	C1354998
C0023223	NDFRT	C2726346
C0979014	NDFRT	C0013537
C0690123	NDFRT	C0039103
C0038160	NDFRT	C0979340
C0035457	NDFRT	C1590956
C1263846	NDFRT	C1697108
C0024530	NDFRT	C0978377
C0007131	NDFRT	C2980754
C0980002	NDFRT	C0006309
C0042510	NDFRT	C0976675
C0975337	NDFRT	C0149778
C0020557	NDFRT	C1101838
C0020437	NDFRT	C0690622
C0011608	NDFRT	C0976123
C0021603	NDFRT	C0974533
C0689022	NDFRT	C0021368
C0776406	NDFRT	C0027947
C0018802	NDFRT	C4017875
C0042487	NDFRT	C0980736
C0014836	NDFRT	C2001521
C3531431	NDFRT	C0006434
C0026837	NDFRT	C2930113
C4281925	NDFRT	C0010823
C0003873	NDFRT	C0691132
C1527311	NDFRT	C0703693
C0035854	NDFRT	C0980425
C0036341	NDFRT	C0688468
C0021568	NDFRT	C0975031
C3833527	NDFRT	C0013447
C0030567	NDFRT	C0237406
C0032343	NDFRT	C1814029
C0003469	NDFRT	C0700444
C0038395	NDFRT	C1572591
C0028768	NDFRT	C0975683
C0035435	NDFRT	C0689109
C0009806	NDFRT	C3159544
C0004623	NDFRT	C1762217
C0038379	NDFRT	C0360174
C0020619	NDFRT	C1699550
C0149778	NDFRT	C0979603
C0162526	NDFRT	C1964498
C0038814	NDFRT	C0012050
C0025202	NDFRT	C0244714
C0031350	NDFRT	C0007537
C0976124	NDFRT	C0030807
C0018099	NDFRT	C1577516
C0013473	NDFRT	C1591734
C0037199	NDFRT	C0978900
C0040136	NDFRT	C0980695
C0030193	NDFRT	C3666530
C0011581	NDFRT	C2718479
C4082993	NDFRT	C0011581
C0027051	NDFRT	C0732778
C0220892	NDFRT	C0042029
C0004238	NDFRT	C0772614
C0031154	NDFRT	C0700446
C0030193	NDFRT	C0778541
C0007117	NDFRT	C3268226
C0021368	NDFRT	C0691143
C0014547	NDFRT	C0979730
C0035457	NDFRT	C0980844
C0003469	NDFRT	C1364797
C0002963	NDFRT	C0994952
C0006625	NDFRT	C0939610
C0150045	NDFRT	C1509436
C0026837	NDFRT	C0978449
C0039240	NDFRT	C0981791
C0027430	NDFRT	C2731791
C0520909	NDFRT	C0887128
C0006434	NDFRT	C2726346
C0029456	NDFRT	C0692805
C0015456	NDFRT	C0688925
C0006118	NDFRT	C0978592
C0003873	NDFRT	C0040867
C0398650	NDFRT	C2369318
C0017536	NDFRT	C0282239
C0042510	NDFRT	C0976671
C0035460	NDFRT	C2719690
C0014358	NDFRT	C0980947
C0029458	NDFRT	C1329127
C0975617	NDFRT	C0037286
C0004604	NDFRT	C0981744
C1762245	NDFRT	C0008149
C0018834	NDFRT	C0065517
C0004096	NDFRT	C0784787
C3847984	NDFRT	C0014859
C0030193	NDFRT	C2586583
C0004352	NDFRT	C0980014
C1965879	NDFRT	C0039614
C0976754	NDFRT	C0600142
C0038160	NDFRT	C0978528
C0009324	NDFRT	C0775281
C0002965	NDFRT	C0731971
C0003469	NDFRT	C4083117
C0021890	NDFRT	C0979036
C0004096	NDFRT	C0709706
C0002871	NDFRT	C1996395
C0009326	NDFRT	C0001655
C0006266	NDFRT	C0980602
C0003873	NDFRT	C0705898
C0022568	NDFRT	C3281719
C0020621	NDFRT	C0546849
C0018834	NDFRT	C1337241
C0042514	NDFRT	C0979849
C0018802	NDFRT	C0979922
C0016167	NDFRT	C4282623
C0010417	NDFRT	C0018062
C0011854	NDFRT	C3503329
C0009326	NDFRT	C4521178
C0020461	NDFRT	C1949544
C0003578	NDFRT	C0979188
C0038363	NDFRT	C1178367
C0020542	NDFRT	C0689068
C1736209	NDFRT	C0700345
C0038395	NDFRT	C4083326
C0020517	NDFRT	C0981860
C0022568	NDFRT	C0057598
C0979718	NDFRT	C0030567
C0085417	NDFRT	C0976868
C0037199	NDFRT	C0357797
C0690618	NDFRT	C0030807
C0034067	NDFRT	C0700580
C0036690	NDFRT	C0979338
C0525046	NDFRT	C1319722
C0060692	NDFRT	C0007097
C0024141	NDFRT	C0976139
C0036508	NDFRT	C0055461
C0040259	NDFRT	C0789332
C0006845	NDFRT	C0794635
C0002878	NDFRT	C1572805
C0029878	NDFRT	C0979107
C0006434	NDFRT	C0037521
C0036341	NDFRT	C0975759
C0018802	NDFRT	C1341011
C0022729	NDFRT	C0693762
C0014121	NDFRT	C0975435
C0139449	NDFRT	C0032343
C0015967	NDFRT	C0702912
C0004239	NDFRT	C0980973
C0001175	NDFRT	C0980359
C0026769	NDFRT	C0040864
C0032914	NDFRT	C0974602
C0010692	NDFRT	C0002679
C0878773	NDFRT	C1533358
C0026946	NDFRT	C2720019
C0011880	NDFRT	C1176449
C0974378	NDFRT	C0032965
C0017168	NDFRT	C0978003
C0038395	NDFRT	C0975713
C0043251	NDFRT	C0785030
C0022729	NDFRT	C0693581
C0004623	NDFRT	C0282277
C1169456	NDFRT	C0020461
C0020538	NDFRT	C1711767
C0035793	NDFRT	C3887736
C0085297	NDFRT	C0398650
C0014836	NDFRT	C0689741
C0029458	NDFRT	C0976765
C0020538	NDFRT	C0499011
C0688021	NDFRT	C0011615
C0004239	NDFRT	C0872593
C0018482	NDFRT	C0282386
C0036341	NDFRT	C0304378
C0001144	NDFRT	C0993199
C0993211	NDFRT	C0027497
C0033860	NDFRT	C3668795
C0026603	NDFRT	C1814194
C0004239	NDFRT	C0791422
C0018021	NDFRT	C0978144
C0030193	NDFRT	C0980777
C0037199	NDFRT	C0694108
C0708684	NDFRT	C0021890
C0040136	NDFRT	C0980700
C0001126	NDFRT	C0980192
C0019693	NDFRT	C0543492
C0014836	NDFRT	C1168668
C0017536	NDFRT	C0978617
C0042029	NDFRT	C0693581
C0979541	NDFRT	C0043352
C0011581	NDFRT	C0689387
C0020456	NDFRT	C2683559
C0026948	NDFRT	C0689576
C0043515	NDFRT	C0979945
C0019364	NDFRT	C0973825
C0020443	NDFRT	C3530508
C0020557	NDFRT	C1177905
C0027404	NDFRT	C4082912
C0340288	NDFRT	C0709170
C0042109	NDFRT	C0691222
C0027947	NDFRT	C1177545
C0027051	NDFRT	C0976397
C0013336	NDFRT	C0709251
C0006818	NDFRT	C0976556
C0731971	NDFRT	C0040046
C0020538	NDFRT	C0689554
C1263846	NDFRT	C1694327
C0981808	NDFRT	C0007787
C0036508	NDFRT	C1813531
C0053791	NDFRT	C0079487
C1762217	NDFRT	C0033740
C0040262	NDFRT	C0980127
C0020217	NDFRT	C3887724
C0000771	NDFRT	C1135167
C0980818	NDFRT	C0016509
C0009443	NDFRT	C0752270
C1694802	NDFRT	C0030297
C0752130	NDFRT	C3535701
C0149778	NDFRT	C0975330
C0773954	NDFRT	C0025323
C0021400	NDFRT	C0982215
C0003868	NDFRT	C0707528
C0936634	NDFRT	C0011881
C0020538	NDFRT	C1122975
C0030201	NDFRT	C0979205
C0037268	NDFRT	C0002083
C0016509	NDFRT	C0098735
C0036341	NDFRT	C0981338
C0025322	NDFRT	C0688806
C0027947	NDFRT	C4281925
C0035235	NDFRT	C3887814
C0043515	NDFRT	C0938734
C0030201	NDFRT	C0700533
C0701889	NDFRT	C0033700
C0026769	NDFRT	C4048564
C4083117	NDFRT	C0027497
C1956346	NDFRT	C1533454
C0043241	NDFRT	C0772488
C0779981	NDFRT	C0018133
C0018802	NDFRT	C0937506
C0525045	NDFRT	C0707244
C0014121	NDFRT	C0977106
C0974671	NDFRT	C0085396
C0002965	NDFRT	C0977431
C0034067	NDFRT	C0973812
C0001430	NDFRT	C0693317
C0282395	NDFRT	C0003869
C0036271	NDFRT	C0980083
C0018834	NDFRT	C1320353
C0022661	NDFRT	C0499011
C0020640	NDFRT	C0978390
C0015456	NDFRT	C0689110
C0004238	NDFRT	C0982121
C0038160	NDFRT	C1161474
C0035436	NDFRT	C1965633
C0005686	NDFRT	C0687776
C0017181	NDFRT	C0979947
C0004096	NDFRT	C2682377
C0043515	NDFRT	C0979943
C0036572	NDFRT	C0304713
C1711937	NDFRT	C0151636
C0035457	NDFRT	C0304297
C0030807	NDFRT	C0976125
C0034067	NDFRT	C0980600
C0023219	NDFRT	C0011707
C0038941	NDFRT	C0981364
C4529470	NDFRT	C0027430
C0035460	NDFRT	C0690474
C0006849	NDFRT	C0028741
C0017921	NDFRT	C1815634
C0003811	NDFRT	C3887887
C0975675	NDFRT	C0018482
C0688173	NDFRT	C0038160
C4281905	NDFRT	C0030920
C0149931	NDFRT	C0705940
C0009326	NDFRT	C0688489
C0023418	NDFRT	C0688497
C0020437	NDFRT	C0040867
C0018099	NDFRT	C0689170
C0024121	NDFRT	C3887720
C0019196	NDFRT	C4079582
C0162627	NDFRT	C0688175
C1696546	NDFRT	C0026936
C0042510	NDFRT	C4048879
C0014553	NDFRT	C0976475
C0004096	NDFRT	C0704405
C0010200	NDFRT	C1177109
C0020557	NDFRT	C0978967
C1321921	NDFRT	C0014549
C0020598	NDFRT	C0688616
C0003578	NDFRT	C1145698
C0011615	NDFRT	C1878312
C0022729	NDFRT	C1344517
C0038395	NDFRT	C4048890
C0020557	NDFRT	C1589363
C0001396	NDFRT	C0282211
C0014869	NDFRT	C1948446
C0018482	NDFRT	C0693762
C0014121	NDFRT	C1345132
C0036982	NDFRT	C0982876
C0027497	NDFRT	C0977679
C0520909	NDFRT	C3504549
C0032787	NDFRT	C0781316
C0006277	NDFRT	C1363496
C0688300	NDFRT	C0236964
C0013390	NDFRT	C0762662
C0688489	NDFRT	C0026948
C0027404	NDFRT	C1695074
C0979815	NDFRT	C0002792
C1168784	NDFRT	C0033578
C0036992	NDFRT	C0691500
C0018482	NDFRT	C0693581
C0026636	NDFRT	C1573237
C0004239	NDFRT	C0794796
C0007785	NDFRT	C1968320
C0033578	NDFRT	C1699550
C0005586	NDFRT	C4048906
C0002963	NDFRT	C1322121
C0042029	NDFRT	C0038675
C0014173	NDFRT	C1815657
C4256285	NDFRT	C0019337
C0033700	NDFRT	C0776242
C0040247	NDFRT	C3693181
C0033975	NDFRT	C0981554
C0006849	NDFRT	C0693164
C0001911	NDFRT	C0029106
C0014544	NDFRT	C2741043
C0033700	NDFRT	C0007557
C0020542	NDFRT	C0689067
C0038160	NDFRT	C0981333
C0021603	NDFRT	C1629879
C0977840	NDFRT	C0011226
C0042029	NDFRT	C0887422
C2938847	NDFRT	C0009763
C0021368	NDFRT	C0974951
C0977843	NDFRT	C0040028
C0035854	NDFRT	C3834410
C0022104	NDFRT	C0937296
C0004096	NDFRT	C3864327
C0004352	NDFRT	C1695419
C0020542	NDFRT	C1949322
C0003868	NDFRT	C4082214
C0006035	NDFRT	C1697109
C0025637	NDFRT	C0974587
C0033860	NDFRT	C0005310
C0004604	NDFRT	C0978905
C0014547	NDFRT	C0979453
C0034067	NDFRT	C0980569
C0085677	NDFRT	C2729880
C0015379	NDFRT	C4276092
C0040336	NDFRT	C0975683
C0151744	NDFRT	C0731971
C0919267	NDFRT	C0796392
C0020443	NDFRT	C0691633
C0980544	NDFRT	C0038160
C0688766	NDFRT	C0033740
C0037286	NDFRT	C0786204
C0025521	NDFRT	C0982111
C0688319	NDFRT	C0026821
C0015456	NDFRT	C0980800
C0006849	NDFRT	C0688874
C0061472	NDFRT	C0036992
C0002880	NDFRT	C0977142
C0024530	NDFRT	C0058731
C0151740	NDFRT	C0041942
C0011881	NDFRT	C1164978
C0017168	NDFRT	C0979945
C0005138	NDFRT	C1161848
C0006277	NDFRT	C1161581
C0027497	NDFRT	C0691383
C0005586	NDFRT	C0693585
C0014869	NDFRT	C1509586
C0004096	NDFRT	C0353644
C0771488	NDFRT	C0007131
C3495559	NDFRT	C3692224
C0030319	NDFRT	C0688372
C0030193	NDFRT	C0716504
C0009806	NDFRT	C0030773
C0979755	NDFRT	C0006118
C0006444	NDFRT	C0689173
C0014836	NDFRT	C0781576
C0040046	NDFRT	C3495672
C0006266	NDFRT	C0709780
C0011881	NDFRT	C0692786
C1535939	NDFRT	C1630659
C0003460	NDFRT	C3249628
C0004238	NDFRT	C0981140
C0301421	NDFRT	C0042996
C0042963	NDFRT	C0690813
C0037188	NDFRT	C0596005
C0027708	NDFRT	C4083189
C0022650	NDFRT	C0690587
C0022661	NDFRT	C0777439
C0020615	NDFRT	C0773340
C0009443	NDFRT	C0691712
C0029408	NDFRT	C1161486
C0004626	NDFRT	C0981356
C0014742	NDFRT	C0978973
C0025322	NDFRT	C0976773
C0004623	NDFRT	C0978461
C0001723	NDFRT	C0690211
C3666907	NDFRT	C0026896
C0011860	NDFRT	C1313386
C0011991	NDFRT	C4049001
C0030193	NDFRT	C2979850
C0017168	NDFRT	C2937480
C0008149	NDFRT	C0979230
C3504926	NDFRT	C0600142
C0030297	NDFRT	C0688903
C0975693	NDFRT	C0006277
C0022081	NDFRT	C0707528
C1263846	NDFRT	C1591277
C0005697	NDFRT	C0974732
C0027849	NDFRT	C2718950
C0001144	NDFRT	C3667566
C0004096	NDFRT	C0977944
C1948382	NDFRT	C0014863
C0013274	NDFRT	C0693152
C1720695	NDFRT	C0031350
C0242350	NDFRT	C0979269
C0014836	NDFRT	C0352803
C0042109	NDFRT	C0979044
C0042138	NDFRT	C0976421
C0029408	NDFRT	C0689207
C0035243	NDFRT	C0085905
C0018273	NDFRT	C0689863
C0004096	NDFRT	C2731886
C0037278	NDFRT	C2001525
C0009324	NDFRT	C0352536
C0029456	NDFRT	C0794093
C0004623	NDFRT	C0979330
C0023241	NDFRT	C0982717
C0014836	NDFRT	C1696546
C0006625	NDFRT	C1995607
C0033975	NDFRT	C3700948
C0001627	NDFRT	C0977627
C1263846	NDFRT	C0978512
C0043124	NDFRT	C2240463
C0015456	NDFRT	C1164916
C0038395	NDFRT	C0014810
C0008354	NDFRT	C3887716
C0009806	NDFRT	C0976507
C0149745	NDFRT	C0973898
C1458155	NDFRT	C4048818
C0034530	NDFRT	C0775461
C0017168	NDFRT	C0979943
C0085682	NDFRT	C0982395
C0027051	NDFRT	C0689705
C0005138	NDFRT	C0690617
C0005943	NDFRT	C0975439
C0021099	NDFRT	C0981364
C0036341	NDFRT	C0304381
C4530589	NDFRT	C0027947
C0027497	NDFRT	C0976030
C0006277	NDFRT	C0977224
C0038395	NDFRT	C0980549
C0976744	NDFRT	C0025323
C0976951	NDFRT	C0021368
C3887506	NDFRT	C0693147
C0001623	NDFRT	C0874212
C0018567	NDFRT	C0775263
C0010072	NDFRT	C3888371
C0030193	NDFRT	C0979145
C0006266	NDFRT	C0980609
C0011854	NDFRT	C0716501
C0014358	NDFRT	C0975890
C0038356	NDFRT	C4082896
C0042514	NDFRT	C0981702
C0282386	NDFRT	C0034186
C0525046	NDFRT	C4033645
C0005586	NDFRT	C0355708
C0036572	NDFRT	C4237909
C0007166	NDFRT	C0976377
C3666907	NDFRT	C0035412
C0978000	NDFRT	C0032343
C0016167	NDFRT	C2343236
C0032787	NDFRT	C0982807
C0004096	NDFRT	C4529675
C0035243	NDFRT	C0976025
C0020598	NDFRT	C0976392
C0018482	NDFRT	C0688233
C0975710	NDFRT	C0004623
C0027726	NDFRT	C0700546
C0033975	NDFRT	C0706477
C0976791	NDFRT	C0025322
C0033700	NDFRT	C1122338
C0975364	NDFRT	C0242172
C0977636	NDFRT	C0038218
C0027051	NDFRT	C0689706
C0149778	NDFRT	C0975418
C0040156	NDFRT	C3265345
C0027430	NDFRT	C0976139
C0980959	NDFRT	C0017181
C0029291	NDFRT	C0708688
C0012739	NDFRT	C0543249
C0018081	NDFRT	C0991657
C0022081	NDFRT	C0976126
C0003873	NDFRT	C0775281
C0025322	NDFRT	C0688259
C0795387	NDFRT	C0030297
C0693523	NDFRT	C0035435
C0243026	NDFRT	C1145603
C0149931	NDFRT	C3153538
C0018567	NDFRT	C0011707
C0006277	NDFRT	C0977296
C0030193	NDFRT	C1724053
C0007947	NDFRT	C0690472
C0041466	NDFRT	C1329126
C0026936	NDFRT	C3887716
C0002962	NDFRT	C0689781
C0020538	NDFRT	C0301547
C0017168	NDFRT	C0977999
C0304489	NDFRT	C0018802
C0002963	NDFRT	C0071304
