id,UMLS_ID,name
4129,C0025611,methamphetamine
4130,C0025624,methantheline
3969,C0025627,maoa
4131,C0025631,methazolamide
4133,C0025637,methemoglobinemia
4155,C0025643,meticillin
4134,C0025644,methimazole
3683,C0025646,l methionine
4116,C0025646,met
4135,C0025659,methocarbamol
4136,C0025668,methohexital
4137,C0025677,methotrexate
4138,C0025678,methotrimeprazine
4139,C0025681,methoxamine
4140,C0025684,methoxsalen
4141,C0025688,methoxyflurane
4143,C0025696,methyclothiazide
4145,C0025741,methyldopa
4033,C0025746,mb
4146,C0025760,methylergometrine
4148,C0025810,methylphenidate
4150,C0025815,methylprednisolone
4152,C0025826,methyltestosterone
4153,C0025840,methyprylon
4154,C0025842,methysergide
4158,C0025853,metoclopramide
4160,C0025854,metolazone
4161,C0025859,metoprolol
4162,C0025869,metrizamide
4163,C0025872,metronidazole
4165,C0025876,metyrapone
4168,C0025887,mexiletine
4169,C0025893,mezlocillin
4182,C0025912,mianserin
4186,C0025942,miconazole
4187,C0026010,microphthalmos
4191,C0026056,midazolam
4192,C0026078,midodrine
4194,C0026088,mifepristone
4199,C0026153,mimosine
4201,C0026187,minocycline
4202,C0026196,minoxidil
4204,C0026205,miosis
5223,C0026234,plicamycin
4216,C0026256,mitotane
4217,C0026259,mitoxantrone
4219,C0026272,mixed connective tissue disease
156,C0026277,adenoma pleomorphic
4272,C0026388,molindone
4280,C0026549,morphine
4281,C0026603,motion sickness
4283,C0026633,mouth abnormalities
4284,C0026636,mouth diseases
3722,C0026651,latamoxef
4333,C0026691,mucocutaneous lymph node syndrome
4334,C0026703,mucopolysaccharidoses
4343,C0026826,muscle hypertonia
4344,C0026846,muscular atrophy
4345,C0026848,muscular diseases
4347,C0026850,muscular dystrophies
4354,C0026896,myasthenia gravis
4357,C0026900,myb
4364,C0026933,mycophenolic acid
4365,C0026946,mycoses
4367,C0026961,mydriasis
4368,C0026975,myelitis
4371,C0027022,myeloproliferative disorders
4396,C0027080,myoglobinuria
4398,C0027092,myopia
4399,C0027121,myositis
4403,C0027126,myotonic dystrophy
4401,C0027127,myotonia congenita
4411,C0027302,nadolol
4415,C0027324,nafcillin
4421,C0027339,nail diseases
4422,C0027341,nail patella syndrome
4423,C0027348,nalbuphine
4424,C0027353,nalidixic acid
4425,C0027358,naloxone
4426,C0027360,naltrexone
4431,C0027373,naphazoline
4432,C0027396,naproxen
4772,C0027412,opioid related disorders
4436,C0027441,nasopharyngitis
4440,C0027444,natamycin
4442,C0027497,nausea
4517,C0027583,nematode infections
4518,C0027603,neomycin
4519,C0027609,neonatal abstinence syndrome
4520,C0027627,neoplasm metastasis
4521,C0027651,neoplasms
4523,C0027656,neoplasms connective tissue
4337,C0027662,multiple endocrine neoplasia
4525,C0027664,neoplasms muscle tissue
4528,C0027672,neoplastic syndromes hereditary
4529,C0027679,neostigmine
4530,C0027686,neovascularization pathologic
4532,C0027697,nephritis
4533,C0027706,nephritis hereditary
7153,C0027708,wilms tumor
4535,C0027720,nephrosis
4536,C0027743,nerve compression syndromes
4579,C0027752,ngf
4541,C0027780,netilmicin
4544,C0027794,neural tube defects
6351,C0027794,spinal dysraphism
4545,C0027796,neuralgia
4551,C0027831,neurofibromatosis 1
4564,C0027831,nf1
4552,C0027832,neurofibromatosis 2
4565,C0027832,nf2
4555,C0027854,neurologic manifestations
4557,C0027873,neuromyelitis optica
4558,C0027877,neuronal ceroid lipofuscinoses
4452,C0027877,ncl
3035,C0027888,hereditary sensory and motor neuropathy
3034,C0027889,hereditary sensory and autonomic neuropathies
4671,C0027893,npy
4563,C0027960,nevus
4584,C0027996,niacin
4585,C0028005,nicardipine
4586,C0028008,nicergoline
4587,C0028017,niclosamide
4588,C0028040,nicotine
4590,C0028066,nifedipine
4591,C0028067,niflumic acid
4592,C0028077,night blindness
4597,C0028094,nimodipine
4601,C0028116,nisoldipine
4604,C0028126,nitrazepam
4605,C0028127,nitrendipine
4606,C0028128,nitric oxide
4608,C0028156,nitrofurantoin
4607,C0028157,nitrofural
4610,C0028193,nitroprusside
4637,C0028351,norepinephrine
4638,C0028356,norethindrone
4639,C0028365,norfloxacin
4642,C0028420,nortriptyline
4651,C0028458,novobiocin
4730,C0028738,nystagmus pathologic
4731,C0028741,nystatin
4735,C0028753,oat
4739,C0028754,obesity
4740,C0028768,obsessive compulsive disorder
4747,C0028833,octreotide
4748,C0028840,ocular hypertension
4746,C0028860,ocrl
4751,C0028879,odontogenic cysts
4753,C0028902,ofloxacin
4764,C0028978,omeprazole
4765,C0029001,onchocerciasis
4782,C0029125,optic atrophies hereditary
4783,C0029134,optic neuritis
4786,C0029193,orciprenaline
4787,C0029216,organ transplantation
4793,C0029294,orofaciodigital syndromes
4794,C0029309,orphenadrine
4795,C0029342,orthomyxoviridae infections
4801,C0029401,osteitis deformans
4802,C0029408,osteoarthritis
4803,C0029411,osteoarthropathy primary hypertrophic
4804,C0029422,osteochondrodysplasias
4806,C0029443,osteomyelitis
4807,C0029445,osteonecrosis
4808,C0029456,osteoporosis
4812,C0029878,otitis externa
4813,C0029882,otitis media
4815,C0029897,otorhinolaryngologic neoplasms
4816,C0029904,ouabain
4817,C0029927,ovarian cysts
4819,C0029944,overdose
4821,C0029983,oxacillin
4823,C0029994,oxamniquine
4824,C0029995,oxandrolone
4826,C0029997,oxazepam
4831,C0030040,oxprenolol
4838,C0030049,oxycodone
4839,C0030071,oxymetazoline
4840,C0030073,oxymorphone
4842,C0030082,oxyphenonium
4843,C0030092,oxytetracycline
4872,C0030123,pah
342,C0030125,aminosalicylic acid
4874,C0030193,pain
4876,C0030201,pain postoperative
4888,C0030286,pancreatic diseases
4889,C0030297,pancreatic neoplasms
4890,C0030305,pancreatitis
4891,C0030310,pancuronium
4892,C0030312,pancytopenia
4897,C0030343,panuveitis
4899,C0030350,papaverine
4903,C0030443,paralyses familial periodic
4906,C0030454,paramethasone
4907,C0030489,paraproteinemias
4909,C0030557,pargyline
4912,C0030567,parkinson disease
4914,C0030576,paromomycin
4915,C0030578,paronychia
5009,C0030771,pefloxacin
5010,C0030779,pelger huet anomaly
5014,C0030807,pemphigus
5016,C0030812,penbutolol
5019,C0030817,penicillamine
717,C0030827,benzylpenicillin
5020,C0030840,penicillin v
5021,C0030859,pentagastrin
5022,C0030863,pentamidine
5023,C0030873,pentazocine
5024,C0030883,pentobarbital
5025,C0030885,pentolinium
6312,C0030895,sodium stibogluconate
5027,C0030896,pentostatin
5028,C0030899,pentoxifylline
5030,C0030920,peptic ulcer
5033,C0030975,perceptual disorders
5034,C0031007,pergolide
5035,C0031013,perhexiline
2337,C0031069,familial mediterranean fever
5037,C0031099,periodontitis
5041,C0031154,peritonitis
5046,C0031184,perphenazine
5085,C0031306,phagocyte bactericidal dysfunction
5086,C0031350,pharyngitis
5091,C0031379,phenazopyridine
5093,C0031392,phenelzine
5094,C0031404,phenformin
5096,C0031406,phenindione
5097,C0031408,pheniramine
5098,C0031411,phenmetrazine
5099,C0031412,phenobarbital
5100,C0031428,phenol
5101,C0031441,phenoxybenzamine
5102,C0031444,phenprocoumon
5104,C0031447,phentermine
5105,C0031448,phentolamine
3685,C0031453,l phenylalanine
5106,C0031463,phenylbutazone
5107,C0031469,phenylephrine
5108,C0031495,phenylpropanolamine
5109,C0031507,phenytoin
5114,C0031526,philadelphia chromosome
5119,C0031623,phosphatidylserine
5124,C0031849,physostigmine
5123,C0031862,phylloquinone
5130,C0031887,picornaviridae infections
5148,C0031923,pilocarpine
5152,C0031935,pimozide
5154,C0031937,pindolol
5160,C0031955,piperacillin
5161,C0031957,piperazine
5162,C0031965,pipobroman
5163,C0031968,pipotiazine
5166,C0031978,pirenzepine
5167,C0031990,piroxicam
3116,C0032005,hp
5176,C0032024,pityriasis
5177,C0032032,pivampicillin
6928,C0032143,ttpa
5240,C0032273,pneumoconiosis
5241,C0032285,pneumonia
5242,C0032326,pneumothorax
5251,C0032334,podofilox
5820,C0032339,rothmund thomson syndrome
5255,C0032343,poisoning
5266,C0032371,poliomyelitis
2346,C0032580,fap
5277,C0032587,polyradiculoneuropathy
5279,C0032613,polythiazide
5292,C0032708,porphyrias
5296,C0032788,postoperative hemorrhage
5299,C0032825,potassium chloride
5300,C0032831,potassium iodide
5345,C0032896,practolol
5352,C0032910,prazepam
5353,C0032911,praziquantel
5354,C0032912,prazosin
5363,C0032914,pre eclampsia
5364,C0032915,pre excitation syndromes
5366,C0032950,prednisolone
5367,C0032952,prednisone
5369,C0032962,pregnancy complications
427,C0033036,apcs
5370,C0033038,premature ejaculation
5371,C0033046,premenstrual syndrome
4936,C0033107,pc
5377,C0033124,prilocaine
5378,C0033126,primaquine
5379,C0033148,primidone
5281,C0033195,pomc
5414,C0033209,probenecid
5415,C0033215,probucol
5417,C0033216,procainamide
5418,C0033218,procaine
5419,C0033223,procarbazine
2392,C0033228,fenofibrate
5421,C0033229,prochlorperazine
5423,C0033246,proctitis
5424,C0033254,procyclidine
5426,C0033294,proflavine
5428,C0033300,progeria
5429,C0033308,progesterone
3686,C0033382,l proline
5433,C0033399,promazine
5434,C0033405,promethazine
5436,C0033429,propafenone
5437,C0033447,propantheline
5439,C0033459,propericiazine
5440,C0033473,propiomazine
5441,C0033487,propofol
1847,C0033493,dextropropoxyphene
5442,C0033497,propranolol
5443,C0033508,propylhexedrine
5444,C0033511,propylthiouracil
5076,C0033558,pgd
5077,C0033561,pgf
2193,C0033567,epoprostenol
5446,C0033575,prostatic diseases
5448,C0033687,proteinuria
5450,C0033743,protriptyline
5468,C0033771,prurigo
5469,C0033774,pruritus
3468,C0033774,itch
5477,C0033798,pseudoephedrine
5478,C0033806,pseudohypoparathyroidism
5501,C0033860,psoriasis
5513,C0033999,pterygium
5553,C0034013,puberty precocious
5556,C0034050,pulmonary alveolar proteinosis
5558,C0034069,pulmonary fibrosis
5559,C0034103,pulpitis
5560,C0034124,pupil disorders
5562,C0034139,purine pyrimidine metabolism inborn errors
5563,C0034150,purpura
5565,C0034155,purpura thrombotic thrombocytopenic
5577,C0034239,pyrazinamide
5578,C0034261,pyridostigmine
5579,C0034263,pyridoxal
5580,C0034272,pyridoxine
4108,C0034282,mepyramine
5581,C0034283,pyrimethamine
5582,C0034345,pyruvate dehydrogenase complex deficiency disease
5592,C0034403,quinacrine
5594,C0034410,quinestrol
5596,C0034414,quinidine
5598,C0034414,quinine
5638,C0034665,ranitidine
5656,C0034734,raynaud disease
2085,C0034802,egfr
3737,C0034821,ldlr
5680,C0034882,rectal diseases
5681,C0034897,recurrence
5682,C0034902,red cell aplasia pure
5686,C0034960,refsum disease
5691,C0035018,rel
3598,C0035078,kidney failure
5700,C0035078,renal insufficiency
5701,C0035091,renal tubular transport inborn errors
5704,C0035126,reperfusion injury
5705,C0035167,rescinnamine
5706,C0035179,reserpine
5707,C0035228,respiratory hypersensitivity
5708,C0035229,respiratory insufficiency
5709,C0035243,respiratory tract infections
5710,C0035244,respiratory tract neoplasms
5711,C0035258,restless legs syndrome
5716,C0035304,retinal degeneration
5717,C0035309,retinal diseases
5719,C0035334,retinitis pigmentosa
5657,C0035335,rb1
5724,C0035358,retroperitoneal neoplasms
5739,C0035410,rhabdomyolysis
5746,C0035435,rheumatic diseases
5744,C0035439,rhd
5747,C0035450,rheumatoid nodule
5748,C0035455,rhinitis
5753,C0035525,ribavirin
5754,C0035527,riboflavin
5755,C0035579,rickets
5758,C0035608,rifampicin
5763,C0035629,rimantadine
5775,C0035661,ritodrine
5806,C0035823,rolitetracycline
5816,C0035854,rosacea
5823,C0035891,roxithromycin
5871,C0035934,rubinstein taybi syndrome
5883,C0036002,s adenosylmethionine
5902,C0036071,salicylamide
6478,C0036078,sulfasalazine
5904,C0036079,salicylic acid
5914,C0036202,sarcoidosis
5916,C0036220,sarcoma kaposi
5929,C0036337,schizoaffective disorder
5930,C0036341,schizophrenia
5951,C0036442,scopolamine
1825,C0036508,dermatitis seborrheic
5971,C0036516,secobarbital
5973,C0036572,seizures
5975,C0036579,selegiline
5987,C0036659,sensation disorders
3687,C0036720,l serine
1923,C0036875,disorders of sex development
6038,C0036883,shbg
6015,C0036920,sezary syndrome
6046,C0036974,shock
6047,C0036996,short rib polydactyly syndrome
6057,C0037134,silver sulfadiazine
6062,C0037199,sinusitis
6076,C0037231,sjogren larsson syndrome
6077,C0037262,ski
6078,C0037274,skin diseases
6080,C0037277,skin diseases genetic
6082,C0037280,skin diseases parasitic
6084,C0037286,skin neoplasms
6085,C0037299,skin ulcer
6257,C0037332,slk
6311,C0037506,sodium lauryl sulfate
5963,C0037506,sds
5903,C0037549,salicylate sodium
6313,C0037556,sodium tetradecyl sulfate
6444,C0037556,sts
6322,C0037707,sotalol
6336,C0037763,spasm
6344,C0037874,spermine
6350,C0037932,spinal curvatures
6353,C0037944,spinal stenosis
6356,C0037952,spinocerebellar degenerations
6360,C0037982,spironolactone
6363,C0038013,spondylitis ankylosing
6364,C0038041,spotted fever group rickettsiosis
6411,C0038149,stanozolol
6412,C0038166,staphylococcal skin infections
1682,C0038296,cyp11b1
6438,C0038354,stomach diseases
6439,C0038362,stomatitis
6441,C0038425,streptomycin
6442,C0038432,streptozocin
5295,C0038436,post traumatic stress disorder
6443,C0038454,stroke
6452,C0038536,subcutaneous emphysema
6454,C0038587,substance withdrawal syndrome
6457,C0038627,succinylcholine
6461,C0038633,sucralfate
6464,C0038670,sulfacetamide
6466,C0038675,sulfadiazine
6467,C0038676,sulfadimethoxine
6468,C0038679,sulfadoxine
6473,C0038683,sulfametopyrazine
6469,C0038684,sulfamerazine
6470,C0038686,sulfamethazine
6471,C0038687,sulfamethizole
6472,C0038689,sulfamethoxazole
6474,C0038700,sulfamoxole
6475,C0038702,sulfanilamide
6476,C0038706,sulfaphenazole
6477,C0038710,sulfapyridine
6479,C0038722,sulfathiazole
6480,C0038742,sulfinpyrazone
6481,C0038745,sulfisoxazole
6483,C0038792,sulindac
6484,C0038803,sulpiride
6496,C0038814,sunburn
6499,C0038862,suppuration
6500,C0038868,supranuclear palsy progressive
6501,C0038878,suprofen
6502,C0038880,suramin
6509,C0039075,syndactyly
6520,C0039231,tachycardia
6536,C0039286,tamoxifen
6548,C0039315,tars
6590,C0039433,tec
6593,C0039446,telangiectasis
6599,C0039468,temazepam
2712,C0039483,giant cell arteritis
6601,C0039494,temporomandibular joint disorders
6603,C0039504,tendon injuries
6604,C0039512,teniposide
6607,C0039538,teratoma
6610,C0039542,terbutaline
6616,C0039584,testicular diseases
371,C0039585,androgen insensitivity syndrome
6617,C0039590,testicular neoplasms
6618,C0039600,testolactone
6619,C0039601,testosterone
6620,C0039607,testosterone propionate
6621,C0039623,tetrabenazine
6622,C0039644,tetracycline
1996,C0039663,dronabinol
1860,C0039667,dhfr
6650,C0039729,th
6651,C0039730,thalassemia
6652,C0039736,thalidomide
6653,C0039743,thanatophoric dysplasia
6658,C0039763,theobromine
6659,C0039771,theophylline
6660,C0039832,thiabendazole
6661,C0039840,thiamine
6663,C0039855,thiamylal
6667,C0039871,thiotepa
6702,C0039902,tioguanine
6635,C0039902,tg
6664,C0039925,thiopental
6665,C0039936,thioproperazine
6666,C0039943,thioridazine
6668,C0039955,thiothixene
3688,C0040005,l threonine
6673,C0040015,thrombasthenia
6674,C0040028,thrombocythemia essential
6675,C0040034,thrombocytopenia
6677,C0040038,thromboembolism
6679,C0040053,thrombosis
6680,C0040100,thymoma
6681,C0040136,thyroid neoplasms
6683,C0040156,thyrotoxicosis
6842,C0040162,trh
3775,C0040165,levothyroxine
6689,C0040193,ticarcillin
6690,C0040207,ticlopidine
6517,C0040223,t
6695,C0040233,timolol
6697,C0040247,tinea
4767,C0040261,onychomycosis
6698,C0040262,tinea versicolor
6700,C0040263,tinidazole
6773,C0040336,tobacco use disorder
6774,C0040341,tobramycin
6777,C0040372,tolazamide
6778,C0040373,tolazoline
6779,C0040374,tolbutamide
6781,C0040377,tolmetin
6782,C0040379,tolnaftate
6786,C0040427,tooth abnormalities
6796,C0040517,tourette syndrome
6815,C0040578,trac
6818,C0040610,tramadol
6821,C0040613,tranexamic acid
6823,C0040732,transplantation
6824,C0040778,tranylcypromine
6831,C0040805,trazodone
6838,C0040820,trematode infections
6840,C0040845,tretinoin
6844,C0040864,triamcinolone
6845,C0040869,triamterene
6846,C0040879,triazolam
6849,C0040899,trichlormethiazide
6851,C0040953,trichotillomania
6852,C0040958,triclosan
6853,C0040979,trifluoperazine
6855,C0040987,trifluridine
6854,C0040989,triflupromazine
6856,C0041009,trihexyphenidyl
3809,C0041014,liothyronine
4156,C0041030,metipranolol
286,C0041031,alimemazine
6865,C0041038,trimethadione
6866,C0041040,trimethaphan
6868,C0041041,trimethoprim
6871,C0041056,trimipramine
6873,C0041086,trioxsalen
6875,C0041090,tripelennamine
6876,C0041098,triprolidine
6879,C0041165,troleandomycin
6880,C0041182,trophoblastic neoplasms
6882,C0041190,tropicamide
3689,C0041249,l tryptophan
6585,C0041260,tdo2
6947,C0041341,tuberous sclerosis
6949,C0041345,tubocurarine
6951,C0041351,tularemia
6953,C0041364,tumor lysis syndrome
6965,C0041484,tyr
3690,C0041485,l tyrosine
7004,C0041582,ulcer
2225,C0041834,erythema
7021,C0041920,uracil mustard
7022,C0041948,uremia
7023,C0041969,urethral diseases
7025,C0042035,urination disorders
7028,C0042075,urologic diseases
7029,C0042076,urologic neoplasms
7031,C0042105,ursodeoxycholic acid
7032,C0042109,urticaria
7045,C0042131,uterine diseases
7046,C0042134,uterine hemorrhage
7048,C0042164,uveitis
7049,C0042166,uveitis intermediate
7052,C0042251,vaginal diseases
3691,C0042285,l valine
7055,C0042291,valproic acid
7060,C0042313,vancomycin
7067,C0042345,varicose veins
7069,C0042373,vascular diseases
7073,C0042373,vasculopathy
7071,C0042384,vasculitis
7093,C0042510,ventricular fibrillation
7094,C0042523,verapamil
7097,C0042646,vidarabine
7102,C0042670,vinblastine
7103,C0042679,vincristine
7104,C0042682,vindesine
7108,C0042769,virus diseases
7109,C0042790,vision disorders
7111,C0042839,vitamin a
1659,C0042845,cyanocobalamin
7113,C0042874,vitamin e
7119,C0042963,vomiting
7135,C0042971,vwf
7121,C0042974,von willebrand diseases
7133,C0042994,vulvar diseases
7139,C0043027,wars
7138,C0043031,warfarin
7149,C0043119,werner syndrome
7166,C0043119,wrn
7155,C0043194,wiskott aldrich syndrome
7142,C0043194,was
7164,C0043207,wolfram syndrome
7174,C0043346,xeroderma pigmentosum
7175,C0043349,xerophthalmia
7176,C0043352,xerostomia
7220,C0043474,zidovudine
7246,C0043541,zygomycosis
4887,C0043603,pamidronate
2164,C0043606,eperisone
1999,C0043822,drospirenone
1799,C0043832,deferiprone
277,C0044410,alfacalcidol
2685,C0045093,gemcitabine
6733,C0046911,tmpo
3416,C0047506,iobenguane
2272,C0047683,etonogestrel
449,C0048038,apraclonidine
7098,C0048044,vigabatrin
2516,C0048306,formestane
476,C0048470,argatroban
2511,C0048504,fomepizole
4666,C0048628,nppc
5551,C0048719,pts
6624,C0048898,tetrahydrofolic acid
1796,C0049065,decitabine
1759,C0049285,dbi
4207,C0049506,mirtazapine
64,C0050385,ace
60,C0050393,acarbose
73,C0050451,acetohydroxamic acid
74,C0050458,acetophenazine
83,C0050559,acitretin
164,C0050844,adinazolam
3716,C0050940,lansoprazole
279,C0051150,alfuzosin
288,C0051162,alizapride
452,C0051241,aprobarbital
305,C0051405,alpha linolenic acid
4419,C0051437,naglu
316,C0051528,alverine
325,C0051556,amcinonide
347,C0051696,amlodipine
368,C0051809,anagrelide
385,C0051908,anileridine
387,C0051919,anisindione
388,C0051923,anisotropine methylbromide
405,C0052135,antrafenine
440,C0052190,apoc2
505,C0052416,arsenic trioxide
508,C0052429,artemether
6335,C0052585,sparfloxacin
627,C0052759,azatadine
629,C0052761,azelaic acid
630,C0052762,azelastine
632,C0052772,azidocillin
634,C0052796,azithromycin
650,C0052865,bacampicillin
662,C0052940,balsalazide
663,C0052944,bambuterol
707,C0053091,benazepril
4836,C0053114,oxybuprocaine
712,C0053229,benzonatate
714,C0053245,benzthiazide
838,C0053251,btc
716,C0053289,benzyl benzoate
728,C0053526,bethanechol
730,C0053532,bevantolol
741,C0053570,bifonazole
753,C0053799,bisoprolol
5013,C0053881,pemirolast
1185,C0053882,cefprozil
790,C0053941,bopindolol
816,C0054040,bretylium
822,C0054094,bromfenac
825,C0054120,bromodiphenhydramine
826,C0054129,bromopride
846,C0054201,budesonide
858,C0054234,butalbital
860,C0054249,butethal
861,C0054259,butoconazole
970,C0054670,carbetocin
973,C0054672,carbinoxamine
976,C0054721,carboprost tromethamine
998,C0054827,carprofen
1004,C0054836,carvedilol
1074,C0054947,cd22
1075,C0054948,cd24
1079,C0054949,cd27
1083,C0054952,cd33
1084,C0054953,cd34
1085,C0054954,cd36
1086,C0054955,cd37
1093,C0054959,cd40
1101,C0054966,cd59
1102,C0054967,cd6
1104,C0054968,cd7
1115,C0054970,cd9
1172,C0055003,cefepime
1178,C0055008,ceforanide
1183,C0055010,cefpiramide
1184,C0055011,cefpodoxime
1188,C0055014,ceftibuten
1223,C0055147,cetirizine
1236,C0055162,cfp
1233,C0055288,cfi
1807,C0055353,delorazepam
1269,C0055443,chloroprocaine
1270,C0055445,chloropyramine
3850,C0055477,lornoxicam
4835,C0055578,oxtriphylline
1238,C0055633,cga
1325,C0055711,ciclopirox
1330,C0055723,cilazapril
1331,C0055729,cilostazol
1337,C0055747,cinitapride
1533,C0055816,cpd
1354,C0055856,clarithromycin
1380,C0055877,clidinium
1391,C0055891,clobazam
1392,C0055895,clobetasol propionate
1394,C0055899,clocortolone
1398,C0055904,clofedanol
1404,C0055930,cloperastine
6894,C0055966,trpm2
1484,C0056167,comp
1541,C0056182,cr1
1542,C0056184,cr2
1513,C0056391,cortisone acetate
1569,C0056519,crotamiton
7079,C0056633,vcp
1658,C0056643,cyamemazine
1672,C0056732,cyclobenzaprine
5677,C0056782,rdx
1677,C0056831,cyclothiazide
1678,C0056835,cycrimine
1722,C0056855,cyproterone acetate
1237,C0056889,cftr
1731,C0056913,cytisine
1746,C0057143,dapiprazole
1702,C0057223,cyp2d6
1795,C0057231,decamethonium
1988,C0057455,dpyd
1835,C0057558,desogestrel
1840,C0057605,dexbrompheniramine
1849,C0057626,dezocine
1892,C0058004,difluprednate
1898,C0058056,dihydrocodeine
1861,C0058099,dhodh
1907,C0058310,dinoprost tromethamine
1911,C0058365,diphemanil methylsulfate
1913,C0058371,diphenidol
1915,C0058389,diphenylpyraline
1916,C0058415,dipivefrin
1918,C0058445,dirithromycin
2000,C0058753,drostanolone
2013,C0058758,dsp
2001,C0058762,drotaverine
2031,C0058831,dyclonine
2107,C0058988,eif4e
2152,C0059372,enprofylline
2255,C0059699,ethanolamine oleate
2258,C0059714,ethinamate
1686,C0059735,cyp1a1
1685,C0059735,cyp19a1
2266,C0059849,ethynodiol
2269,C0059865,etodolac
2270,C0059868,etofenamate
2467,C0059985,fludarabine
2386,C0060135,felbamate
2390,C0060156,fenbufen
2391,C0060157,fencamfamine
2393,C0060180,fenoldopam
2439,C0060389,finasteride
1173,C0060400,cefixime
1170,C0060405,cefdinir
2468,C0060485,fludiazepam
2471,C0060494,flumethasone pivalate
2473,C0060501,flunisolide
2477,C0060520,fluorescein
2484,C0060583,flupirtine
2517,C0060657,formoterol
2571,C0060879,fusafungine
2591,C0060926,gabapentin
2617,C0060930,gadoteridol
2616,C0060934,gadopentetate dimeglumine
2626,C0061008,gallium nitrate
2637,C0061008,gan
2731,C0061078,gla
2694,C0061246,gestodene
2741,C0061323,glimepiride
2744,C0061328,gliquidone
2745,C0061330,glisoxepide
3470,C0061671,itga2b
4766,C0061851,ondansetron
2863,C0061863,granisetron
2954,C0062092,halazepam
2958,C0062106,haloprogin
3039,C0062585,hesperetin
3041,C0062587,hetacillin
3046,C0062686,hexylcaine
3062,C0062740,histamine phosphate
3129,C0062751,hrg
3080,C0062887,hla e
3105,C0062923,homatropine methylbromide
3107,C0062941,homoharringtonine
5343,C0063017,ppy
3740,C0063041,leflunomide
1830,C0063252,desflurane
3275,C0063340,ifenprodil
1106,C0063356,cd74
3381,C0063455,indecainide
363,C0063517,amt
3254,C0063695,icam1
3418,C0063757,iodixanol
3457,C0064007,isometheptene
3462,C0064079,isosorbide mononitrate
3463,C0064088,isothipendyl
3495,C0064113,itraconazole
2123,C0064263,emedastine
3587,C0064304,ketazolam
3588,C0064311,ketobemidone
7188,C0064435,xrcc5
3713,C0064636,lamotrigine
3767,C0064870,levocabastine
4414,C0064906,nafarelin
2437,C0065023,fidaxomicin
3841,C0065152,lofexidine
3842,C0065162,lomefloxacin
3848,C0065180,loratadine
3323,C0065337,il16
3823,C0065374,lisinopril
927,C0065767,calcipotriol
4075,C0065864,medroxyprogesterone acetate
4076,C0065865,medrysone
4085,C0065879,megestrol acetate
4109,C0065972,mequitazine
4111,C0066005,meropenem
4132,C0066101,methdilazine
4157,C0066139,metixene
4317,C0066357,mthfr
4147,C0066411,methylnaltrexone
4159,C0066465,metocurine
4183,C0066503,mica
4195,C0066535,miglitol
4200,C0066561,minaprine
4218,C0066621,mivacurium
4240,C0066662,mme
4264,C0066673,moclobemide
4268,C0066677,modafinil
4269,C0066685,moexipril
4290,C0066776,mpl
4348,C0066964,musk
349,C0067813,amn
4665,C0068273,nppa
7056,C0068314,valrubicin
4409,C0068333,nabilone
4410,C0068334,nabumetone
4416,C0068367,naftifine
4429,C0068395,nandrolone decanoate
4430,C0068397,nandrolone phenpropionate
4499,C0068475,nebivolol
4504,C0068483,nedocromil
4505,C0068485,nefazodone
6738,C0068613,tnc
4595,C0068771,nilutamide
4602,C0068788,nitazoxanide
4611,C0068881,nitroxoline
6685,C0068897,tiagabine
4640,C0068992,norgestimate
4327,C0069187,mttp
4178,C0069197,mgmt
5305,C0069304,pou5f1
4763,C0069454,olsalazine
2202,C0069515,erbb2
4822,C0069717,oxaliplatin
4825,C0069739,oxaprozin
4827,C0069751,oxcarbazepine
4830,C0069765,oxiconazole
4837,C0069805,oxybutynin
4841,C0069833,oxyphencyclimine
4905,C0070072,paramethadione
4916,C0070122,paroxetine
5584,C0070358,pyy
5043,C0070455,permethrin
5090,C0070525,phenacemide
5092,C0070549,phendimetrazine
5095,C0070563,phenindamine
5103,C0070592,phensuximide
2521,C0070895,foscarnet
5156,C0071097,pioglitazone
5159,C0071102,pipecuronium
2247,C0071108,estropipate
5165,C0071129,pirbuterol
3466,C0071304,isradipine
5265,C0071330,polidocanol
198,C0071561,aga
5283,C0071715,pomp
5347,C0071808,pralidoxime
5365,C0071836,prednicarbate
5420,C0072032,procaterol
5427,C0072076,progabide
4944,C0072108,pcna
4984,C0072480,pdgfb
5438,C0072510,proparacaine
6630,C0072523,tff1
5583,C0072802,pyruvic acid
5589,C0072828,quazepam
5593,C0072857,quinapril
1342,C0072916,cisapride
5756,C0072926,ridogrel
5635,C0072973,ramipril
6063,C0072980,sirolimus
5697,C0073047,remoxipride
5836,C0073283,rpl19
5759,C0073372,rifapentine
5760,C0073374,rifaximin
5762,C0073379,riluzole
5773,C0073393,risperidone
5809,C0073571,ropivacaine
5818,C0073591,rosoxacin
5822,C0073601,roxatidine acetate
3591,C0073631,ketorolac
5639,C0073633,ranolazine
5908,C0073983,salsalate
5907,C0073992,salmeterol
5976,C0074281,selenium sulfide
6004,C0074391,sertaconazole
6006,C0074393,sertraline
6012,C0074414,sevoflurane
6050,C0074493,sibutramine
6061,C0074554,simvastatin
5348,C0074710,pramipexole
6310,C0074722,sodium bicarbonate
6359,C0075007,spirapril
6423,C0075227,stepronin
1683,C0075233,cyp11b2
6455,C0075429,succinic acid
6482,C0075606,sulfoxone
6493,C0075632,sumatriptan
1087,C0075742,cd38
1080,C0075747,cd28
