head_UMLS_CUI	relation	tail_UMLS_CUI
C0022614	CTD	C1269683
C0040805	CTD	C1269683
C0025611	CTD	C1269683
C0066677	CTD	C1269683
C0025853	CTD	C1269683
C0000970	CTD	C0025637
C0028128	CTD	C0025637
C0023660	CTD	C0025637
C0017887	CTD	C0025637
C0035525	CTD	C0019099
C0036572	CTD	C0000477
C0242339	CTD	C0000545
C0022658	CTD	C0000608
C0036572	CTD	C0000608
C0040053	CTD	C0000608
C0023418	CTD	C0000618
C0023448	CTD	C0000618
C0023470	CTD	C0000618
C0040034	CTD	C0000618
C0003811	CTD	C0000946
C0020538	CTD	C0000946
C0020649	CTD	C0000946
C0026896	CTD	C0000946
C0039231	CTD	C0000946
C0428977	CTD	C0000946
C0001122	CTD	C0000970
C0001122	CTD	C0000981
C0011991	CTD	C0000983
C0021368	CTD	C0000983
C0023530	CTD	C0001367
C0235032	CTD	C0001367
C0428977	CTD	C0001367
C0525041	CTD	C0001367
C0003811	CTD	C0001443
C0018801	CTD	C0001443
C0020538	CTD	C0001443
C0020649	CTD	C0001443
C0030193	CTD	C0001443
C0035126	CTD	C0001443
C0036572	CTD	C0001443
C0042510	CTD	C0001443
C0428977	CTD	C0001443
C0878544	CTD	C0001443
C0020538	CTD	C0001455
C0003811	CTD	C0001888
C0022346	CTD	C0001888
C0027497	CTD	C0001911
C0036572	CTD	C0001911
C0001122	CTD	C0001927
C0001122	CTD	C0001962
C0014544	CTD	C0002026
C0020538	CTD	C0002026
C0020649	CTD	C0002026
C0027497	CTD	C0002026
C0030193	CTD	C0002026
C0030201	CTD	C0002026
C0035229	CTD	C0002026
C0036572	CTD	C0002026
C0039231	CTD	C0002026
C0428977	CTD	C0002026
C0035229	CTD	C0002164
C0004936	CTD	C0002333
C0015672	CTD	C0002333
C0036341	CTD	C0002333
C0036572	CTD	C0002333
C0038587	CTD	C0002333
C1269683	CTD	C0002333
C0003811	CTD	C0002334
C0020538	CTD	C0002334
C0039231	CTD	C0002334
C0428977	CTD	C0002334
C0002395	CTD	C0002367
C0002871	CTD	C0002367
C0006111	CTD	C0002367
C0021368	CTD	C0002367
C0002871	CTD	C0002403
C0013384	CTD	C0002403
C0013604	CTD	C0002403
C0015967	CTD	C0002403
C0019196	CTD	C0002403
C0030201	CTD	C0002403
C0030567	CTD	C0002403
C0036572	CTD	C0002403
C0038587	CTD	C0002403
C0236736	CTD	C0002403
C0525045	CTD	C0002403
C0016059	CTD	C0002475
C0022658	CTD	C0002475
C0023903	CTD	C0002475
C0027651	CTD	C0002475
C0030193	CTD	C0002475
C0030297	CTD	C0002475
C0086543	CTD	C0002475
C1458155	CTD	C0002475
C0015967	CTD	C0002499
C0020621	CTD	C0002499
C0022658	CTD	C0002499
C0032285	CTD	C0002499
C0042035	CTD	C0002499
C0260662	CTD	C0002499
C0009319	CTD	C0002502
C0018801	CTD	C0002502
C0020461	CTD	C0002502
C0020621	CTD	C0002502
C0020625	CTD	C0002502
C0021368	CTD	C0002502
C0030193	CTD	C0002502
C0036572	CTD	C0002502
C0007097	CTD	C0002555
C0020538	CTD	C0002555
C0030193	CTD	C0002555
C0030193	CTD	C0002563
C0033860	CTD	C0002563
C0036572	CTD	C0002563
C0003811	CTD	C0002575
C0006111	CTD	C0002575
C0006277	CTD	C0002575
C0018790	CTD	C0002575
C0018799	CTD	C0002575
C0018801	CTD	C0002575
C0020456	CTD	C0002575
C0020649	CTD	C0002575
C0027497	CTD	C0002575
C0029944	CTD	C0002575
C0036572	CTD	C0002575
C0042510	CTD	C0002575
C0428977	CTD	C0002575
C0030193	CTD	C0002586
C0003811	CTD	C0002600
C0018790	CTD	C0002600
C0030193	CTD	C0002600
C0036572	CTD	C0002600
C0242422	CTD	C0002600
C0036572	CTD	C0002640
C0015967	CTD	C0002641
C0024530	CTD	C0002641
C0001122	CTD	C0002644
C0008370	CTD	C0002645
C0011991	CTD	C0002645
C0015230	CTD	C0002645
C0017152	CTD	C0002645
C0003811	CTD	C0002658
C0012739	CTD	C0002658
C0014544	CTD	C0002658
C0020672	CTD	C0002658
C0025261	CTD	C0002658
C0029944	CTD	C0002658
C0030193	CTD	C0002658
C0036572	CTD	C0002658
C0236736	CTD	C0002658
C0236969	CTD	C0002658
C0428977	CTD	C0002658
C0009319	CTD	C0002680
C0011991	CTD	C0002680
C0022658	CTD	C0002680
C0036572	CTD	C0002680
C0003811	CTD	C0002697
C0018801	CTD	C0002697
C0020649	CTD	C0002697
C0030312	CTD	C0002697
C0040034	CTD	C0002697
C0242698	CTD	C0002697
C0003811	CTD	C0002699
C0023418	CTD	C0002699
C0020649	CTD	C0002711
C0022658	CTD	C0003420
C0007682	CTD	C0003596
C0009676	CTD	C0003596
C0018790	CTD	C0003596
C0020538	CTD	C0003596
C0020649	CTD	C0003596
C0020672	CTD	C0003596
C0027497	CTD	C0003596
C0030567	CTD	C0003596
C0035126	CTD	C0003596
C0035229	CTD	C0003596
C0036341	CTD	C0003596
C0036572	CTD	C0003596
C0039231	CTD	C0003596
C0042963	CTD	C0003596
C0236736	CTD	C0003596
C0242422	CTD	C0003596
C0428977	CTD	C0003596
C0525041	CTD	C0003596
C0003811	CTD	C0003639
C0004238	CTD	C0003639
C0019158	CTD	C0003639
C0039231	CTD	C0003639
C0042510	CTD	C0003639
C0002871	CTD	C0003968
C0007222	CTD	C0003968
C0010068	CTD	C0003968
C0018273	CTD	C0003968
C0018798	CTD	C0003968
C0020538	CTD	C0003968
C0020676	CTD	C0003968
C0021368	CTD	C0003968
C0023448	CTD	C0003968
C0027651	CTD	C0003968
C0030201	CTD	C0003968
C0030297	CTD	C0003968
C0032343	CTD	C0003968
C0033687	CTD	C0003968
C0040053	CTD	C0003968
C0086543	CTD	C0003968
C0876994	CTD	C0003968
C0022658	CTD	C0003999
C0027651	CTD	C0003999
C0030193	CTD	C0003999
C0235032	CTD	C0003999
C0021308	CTD	C0004147
C0020538	CTD	C0004234
C0020649	CTD	C0004234
C0036572	CTD	C0004234
C0428977	CTD	C0004234
C0522224	CTD	C0004234
C0016860	CTD	C0004238
C0003811	CTD	C0004259
C0007820	CTD	C0004259
C0011991	CTD	C0004259
C0014544	CTD	C0004259
C0015967	CTD	C0004259
C0018790	CTD	C0004259
C0020456	CTD	C0004259
C0020538	CTD	C0004259
C0020621	CTD	C0004259
C0020649	CTD	C0004259
C0020672	CTD	C0004259
C0021368	CTD	C0004259
C0027497	CTD	C0004259
C0029944	CTD	C0004259
C0030920	CTD	C0004259
C0035229	CTD	C0004259
C0036572	CTD	C0004259
C0039231	CTD	C0004259
C0042510	CTD	C0004259
C0042790	CTD	C0004259
C0042963	CTD	C0004259
C0043352	CTD	C0004259
C0235032	CTD	C0004259
C0428977	CTD	C0004259
C0522224	CTD	C0004259
C0700359	CTD	C0004259
C0003873	CTD	C0004320
C0040034	CTD	C0004320
C0011991	CTD	C0004475
C0023418	CTD	C0004475
C0023470	CTD	C0004475
C0027794	CTD	C0004475
C0039590	CTD	C0004475
C0042963	CTD	C0004475
C0002871	CTD	C0004482
C0003873	CTD	C0004482
C0004238	CTD	C0004482
C0006111	CTD	C0004482
C0007097	CTD	C0004482
C0011609	CTD	C0004482
C0011991	CTD	C0004482
C0013182	CTD	C0004482
C0015230	CTD	C0004482
C0015967	CTD	C0004482
C0016059	CTD	C0004482
C0019158	CTD	C0004482
C0020538	CTD	C0004482
C0020649	CTD	C0004482
C0021368	CTD	C0004482
C0022346	CTD	C0004482
C0022658	CTD	C0004482
C0023530	CTD	C0004482
C0023890	CTD	C0004482
C0023895	CTD	C0004482
C0024299	CTD	C0004482
C0024305	CTD	C0004482
C0026896	CTD	C0004482
C0027497	CTD	C0004482
C0027651	CTD	C0004482
C0027697	CTD	C0004482
C0030193	CTD	C0004482
C0030312	CTD	C0004482
C0033687	CTD	C0004482
C0033860	CTD	C0004482
C0037274	CTD	C0004482
C0040053	CTD	C0004482
C0085605	CTD	C0004482
C0015967	CTD	C0004499
C0022658	CTD	C0004499
C0010674	CTD	C0004521
C0015967	CTD	C0004521
C0042109	CTD	C0004521
C0085423	CTD	C0004521
C0006111	CTD	C0004609
C0008489	CTD	C0004609
C0009676	CTD	C0004609
C0009806	CTD	C0004609
C0015967	CTD	C0004609
C0020538	CTD	C0004609
C0020649	CTD	C0004609
C0020672	CTD	C0004609
C0021368	CTD	C0004609
C0029944	CTD	C0004609
C0030193	CTD	C0004609
C0032343	CTD	C0004609
C0035229	CTD	C0004609
C0036572	CTD	C0004609
C0038587	CTD	C0004609
C0042963	CTD	C0004609
C0235032	CTD	C0004609
C0236736	CTD	C0004609
C0242350	CTD	C0004609
C0242422	CTD	C0004609
C0428977	CTD	C0004609
C0752252	CTD	C0004609
C0035455	CTD	C0004905
C0020538	CTD	C0004975
C0020672	CTD	C0005038
C0023418	CTD	C0005038
C0023903	CTD	C0005038
C0024305	CTD	C0005038
C0027651	CTD	C0005038
C0036572	CTD	C0005038
C0010520	CTD	C0005059
C0025637	CTD	C0005059
C0030193	CTD	C0005059
C0002962	CTD	C0005116
C0004238	CTD	C0005116
C0020538	CTD	C0005116
C0039231	CTD	C0005116
C0042510	CTD	C0005116
C0242698	CTD	C0005116
C0428977	CTD	C0005116
C0003811	CTD	C0005320
C0016059	CTD	C0005320
C0017601	CTD	C0005320
C0020538	CTD	C0005320
C0020538	CTD	C0005324
C0020649	CTD	C0005324
C0011849	CTD	C0005330
C0020456	CTD	C0005330
C0022658	CTD	C0005330
C0023892	CTD	C0005330
C0026848	CTD	C0005330
C0030567	CTD	C0005578
C0036341	CTD	C0005578
C0019080	CTD	C0005640
C0022658	CTD	C0005640
C0025202	CTD	C0005640
C0040053	CTD	C0005640
C0013604	CTD	C0005740
C0016059	CTD	C0005740
C0022658	CTD	C0005740
C0023530	CTD	C0005740
C0024299	CTD	C0005740
C0034069	CTD	C0005740
C0039590	CTD	C0005740
C0040034	CTD	C0005740
C0242488	CTD	C0005740
C0273115	CTD	C0005740
C0020538	CTD	C0006213
C0036572	CTD	C0006213
C0011609	CTD	C0006220
C0043352	CTD	C0006220
C0001430	CTD	C0006230
C0002453	CTD	C0006230
C0003811	CTD	C0006230
C0007820	CTD	C0006230
C0009806	CTD	C0006230
C0015967	CTD	C0006230
C0018801	CTD	C0006230
C0019080	CTD	C0006230
C0020538	CTD	C0006230
C0020649	CTD	C0006230
C0023903	CTD	C0006230
C0027497	CTD	C0006230
C0030193	CTD	C0006230
C0030567	CTD	C0006230
C0036341	CTD	C0006230
C0036572	CTD	C0006230
C0038587	CTD	C0006230
C0039231	CTD	C0006230
C0042963	CTD	C0006230
C0242350	CTD	C0006230
C0242422	CTD	C0006230
C0428977	CTD	C0006230
C0018621	CTD	C0006246
C0017601	CTD	C0006388
C0028840	CTD	C0006388
C0428977	CTD	C0006388
C0001122	CTD	C0006400
C0020538	CTD	C0006403
C0000737	CTD	C0006405
C0004238	CTD	C0006405
C0013604	CTD	C0006405
C0015967	CTD	C0006405
C0027497	CTD	C0006405
C0030193	CTD	C0006405
C0030201	CTD	C0006405
C0035229	CTD	C0006405
C0036572	CTD	C0006405
C0038587	CTD	C0006405
C0042963	CTD	C0006405
C0236736	CTD	C0006405
C0525041	CTD	C0006405
C1269683	CTD	C0006405
C0009676	CTD	C0006462
C0011991	CTD	C0006462
C0013384	CTD	C0006462
C0013604	CTD	C0006462
C0015967	CTD	C0006462
C0027497	CTD	C0006462
C0028768	CTD	C0006462
C0036572	CTD	C0006462
C0236736	CTD	C0006462
C0428977	CTD	C0006462
C1269683	CTD	C0006462
C0014544	CTD	C0006463
C0026896	CTD	C0006463
C0027627	CTD	C0006463
C0030312	CTD	C0006463
C0036572	CTD	C0006463
C0039584	CTD	C0006463
C0040034	CTD	C0006463
C1458155	CTD	C0006463
C0020649	CTD	C0006491
C0027497	CTD	C0006491
C0030193	CTD	C0006491
C0030201	CTD	C0006491
C0035229	CTD	C0006491
C0030193	CTD	C0006639
C0030305	CTD	C0006639
C0001430	CTD	C0006644
C0004238	CTD	C0006644
C0007222	CTD	C0006644
C0011991	CTD	C0006644
C0013604	CTD	C0006644
C0015695	CTD	C0006644
C0015967	CTD	C0006644
C0016059	CTD	C0006644
C0018273	CTD	C0006644
C0018790	CTD	C0006644
C0018799	CTD	C0006644
C0019158	CTD	C0006644
C0020538	CTD	C0006644
C0020649	CTD	C0006644
C0020672	CTD	C0006644
C0022658	CTD	C0006644
C0022665	CTD	C0006644
C0023903	CTD	C0006644
C0027497	CTD	C0006644
C0030193	CTD	C0006644
C0030567	CTD	C0006644
C0032285	CTD	C0006644
C0036572	CTD	C0006644
C0037286	CTD	C0006644
C0038454	CTD	C0006644
C0038587	CTD	C0006644
C0039231	CTD	C0006644
C0042035	CTD	C0006644
C0042510	CTD	C0006644
C0236969	CTD	C0006644
C0273115	CTD	C0006644
C0400966	CTD	C0006644
C0878544	CTD	C0006644
C1261473	CTD	C0006644
C0002871	CTD	C0006674
C0006663	CTD	C0006674
C0020437	CTD	C0006674
C0020438	CTD	C0006674
C0020538	CTD	C0006674
C0020598	CTD	C0006674
C0021368	CTD	C0006674
C0023418	CTD	C0006674
C0033860	CTD	C0006674
C0042131	CTD	C0006674
C0003811	CTD	C0006686
C0004238	CTD	C0006686
C0020437	CTD	C0006686
C0020649	CTD	C0006686
C0030305	CTD	C0006686
C0036572	CTD	C0006686
C0042510	CTD	C0006686
C0428977	CTD	C0006686
C0020538	CTD	C0006945
C0020649	CTD	C0006945
C0020672	CTD	C0006945
C0021368	CTD	C0006945
C0030193	CTD	C0006945
C0036572	CTD	C0006945
C0039231	CTD	C0006945
C0428977	CTD	C0006945
C0009676	CTD	C0006949
C0015672	CTD	C0006949
C0020649	CTD	C0006949
C0024299	CTD	C0006949
C0027127	CTD	C0006949
C0032343	CTD	C0006949
C0036341	CTD	C0006949
C0036572	CTD	C0006949
C0042109	CTD	C0006949
C0525045	CTD	C0006949
C0030567	CTD	C0006982
C0242422	CTD	C0006982
C0002871	CTD	C0006983
C0022346	CTD	C0006983
C0030305	CTD	C0006983
C0040034	CTD	C0006983
C0236969	CTD	C0007248
C0024299	CTD	C0007257
C0025202	CTD	C0007257
C0027651	CTD	C0007257
C0036572	CTD	C0007257
C0011609	CTD	C0007538
C0015967	CTD	C0007538
C0035243	CTD	C0007538
C0022658	CTD	C0007541
C0015967	CTD	C0007546
C0029443	CTD	C0007546
C0036572	CTD	C0007546
C0002871	CTD	C0007551
C0006111	CTD	C0007554
C0032285	CTD	C0007554
C0036572	CTD	C0007554
C0002871	CTD	C0007555
C0002878	CTD	C0007555
C0022658	CTD	C0007555
C0006111	CTD	C0007559
C0015967	CTD	C0007559
C0029443	CTD	C0007559
C0032285	CTD	C0007559
C0036572	CTD	C0007559
C0002878	CTD	C0007560
C0000737	CTD	C0007561
C0006111	CTD	C0007561
C0018790	CTD	C0007561
C0021368	CTD	C0007561
C0022658	CTD	C0007561
C0023895	CTD	C0007561
C0036572	CTD	C0007561
C0040034	CTD	C0007561
C0011609	CTD	C0007562
C0022658	CTD	C0007562
C0032285	CTD	C0007562
C0011991	CTD	C0007716
C0022658	CTD	C0007727
C0004623	CTD	C0007735
C0025202	CTD	C0007839
C0027651	CTD	C0007839
C0003968	CTD	C0007959
C0007097	CTD	C0008024
C0011991	CTD	C0008024
C0023890	CTD	C0008024
C0023895	CTD	C0008024
C0002453	CTD	C0008163
C0002878	CTD	C0008163
C0004943	CTD	C0008163
C0007097	CTD	C0008163
C0011609	CTD	C0008163
C0015230	CTD	C0008163
C0015967	CTD	C0008163
C0022658	CTD	C0008163
C0023448	CTD	C0008163
C0023530	CTD	C0008163
C0023903	CTD	C0008163
C0024141	CTD	C0008163
C0024299	CTD	C0008163
C0024305	CTD	C0008163
C0027794	CTD	C0008163
C0011053	CTD	C0008168
C0023418	CTD	C0008168
C0029134	CTD	C0008168
C0008925	CTD	C0008183
C0038587	CTD	C0008188
C0236970	CTD	C0008188
C0428977	CTD	C0008188
C0021368	CTD	C0008196
C0030193	CTD	C0008196
C0031099	CTD	C0008196
C0024530	CTD	C0008241
C0027497	CTD	C0008241
C0030312	CTD	C0008241
C0003873	CTD	C0008269
C0018790	CTD	C0008269
C0020649	CTD	C0008269
C0021368	CTD	C0008269
C0026848	CTD	C0008269
C0029944	CTD	C0008269
C0030193	CTD	C0008269
C0032343	CTD	C0008269
C0036202	CTD	C0008269
C0036572	CTD	C0008269
C0042510	CTD	C0008269
C0525041	CTD	C0008269
C0878544	CTD	C0008269
C0020438	CTD	C0008273
C0020538	CTD	C0008273
C0020621	CTD	C0008273
C0008370	CTD	C0008286
C0013384	CTD	C0008286
C0018790	CTD	C0008286
C0020672	CTD	C0008286
C0026848	CTD	C0008286
C0027651	CTD	C0008286
C0036572	CTD	C0008286
C0008370	CTD	C0008287
C0011849	CTD	C0008287
C0016382	CTD	C0008287
C0019158	CTD	C0008287
C0020625	CTD	C0008287
C0004936	CTD	C0008290
C0036341	CTD	C0008290
C0010068	CTD	C0008294
C0011849	CTD	C0008294
C0020538	CTD	C0008294
C0020625	CTD	C0008294
C0020437	CTD	C0008318
C0023903	CTD	C0008405
C0000737	CTD	C0008783
C0002871	CTD	C0008783
C0003811	CTD	C0008783
C0011609	CTD	C0008783
C0015230	CTD	C0008783
C0016382	CTD	C0008783
C0017152	CTD	C0008783
C0017181	CTD	C0008783
C0018790	CTD	C0008783
C0020456	CTD	C0008783
C0020538	CTD	C0008783
C0020649	CTD	C0008783
C0022658	CTD	C0008783
C0030312	CTD	C0008783
C0032343	CTD	C0008783
C0036572	CTD	C0008783
C0039231	CTD	C0008783
C0041582	CTD	C0008783
C0042510	CTD	C0008783
C0242350	CTD	C0008783
C0428977	CTD	C0008783
C0525041	CTD	C0008783
C0036572	CTD	C0008806
C0011609	CTD	C0008809
C0020538	CTD	C0008809
C0023530	CTD	C0008809
C0030193	CTD	C0008809
C0035229	CTD	C0008809
C0036572	CTD	C0008809
C0042109	CTD	C0008809
C0042384	CTD	C0008809
C0085605	CTD	C0008809
C0002878	CTD	C0008838
C0003962	CTD	C0008838
C0007097	CTD	C0008838
C0015967	CTD	C0008838
C0020433	CTD	C0008838
C0020517	CTD	C0008838
C0021368	CTD	C0008838
C0022658	CTD	C0008838
C0022665	CTD	C0008838
C0023418	CTD	C0008838
C0023903	CTD	C0008838
C0024299	CTD	C0008838
C0025202	CTD	C0008838
C0027651	CTD	C0008838
C0029134	CTD	C0008838
C0030193	CTD	C0008838
C0033687	CTD	C0008838
C0036572	CTD	C0008838
C0036659	CTD	C0008838
C0522224	CTD	C0008838
C0677886	CTD	C0008838
C0000737	CTD	C0008845
C0003811	CTD	C0008845
C0008370	CTD	C0008845
C0014544	CTD	C0008845
C0015967	CTD	C0008845
C0020625	CTD	C0008845
C0020672	CTD	C0008845
C0022658	CTD	C0008845
C0027497	CTD	C0008845
C0027651	CTD	C0008845
C0029944	CTD	C0008845
C0036572	CTD	C0008845
C0038454	CTD	C0008845
C0242422	CTD	C0008845
C0428977	CTD	C0008845
C0525041	CTD	C0008845
C0525045	CTD	C0008845
C1269683	CTD	C0008845
C0042109	CTD	C0008929
C0026846	CTD	C0008932
C0333641	CTD	C0008932
C0001144	CTD	C0008947
C0011609	CTD	C0008947
C0011991	CTD	C0008947
C0015230	CTD	C0008947
C0015967	CTD	C0008947
C0022658	CTD	C0008947
C0042510	CTD	C0008947
C0085426	CTD	C0008947
C0522224	CTD	C0008947
C0000737	CTD	C0008996
C0020621	CTD	C0008996
C0085652	CTD	C0008996
C0003811	CTD	C0009002
C0010068	CTD	C0009002
C0015230	CTD	C0009002
C0020538	CTD	C0009002
C0021368	CTD	C0009002
C0022658	CTD	C0009002
C0023895	CTD	C0009002
C0023903	CTD	C0009002
C0026848	CTD	C0009002
C0030193	CTD	C0009002
C0242339	CTD	C0009002
C0752252	CTD	C0009002
C0006111	CTD	C0009011
C0009676	CTD	C0009011
C0013384	CTD	C0009011
C0014544	CTD	C0009011
C0020672	CTD	C0009011
C0035229	CTD	C0009011
C0035309	CTD	C0009011
C0036572	CTD	C0009011
C0038587	CTD	C0009011
C0525041	CTD	C0009011
C0003811	CTD	C0009014
C0007820	CTD	C0009014
C0013604	CTD	C0009014
C0015672	CTD	C0009014
C0015967	CTD	C0009014
C0018790	CTD	C0009014
C0020538	CTD	C0009014
C0020649	CTD	C0009014
C0020672	CTD	C0009014
C0027497	CTD	C0009014
C0029944	CTD	C0009014
C0030193	CTD	C0009014
C0030201	CTD	C0009014
C0032343	CTD	C0009014
C0035229	CTD	C0009014
C0036341	CTD	C0009014
C0036572	CTD	C0009014
C0038587	CTD	C0009014
C0039231	CTD	C0009014
C0042035	CTD	C0009014
C0042963	CTD	C0009014
C0242422	CTD	C0009014
C0428977	CTD	C0009014
C0525041	CTD	C0009014
C0006840	CTD	C0009074
C0026946	CTD	C0009074
C0015230	CTD	C0009077
C0015967	CTD	C0009077
C0020621	CTD	C0009077
C0023530	CTD	C0009077
C0005747	CTD	C0009079
C0009806	CTD	C0009079
C0011849	CTD	C0009079
C0011991	CTD	C0009079
C0015672	CTD	C0009079
C0015967	CTD	C0009079
C0020456	CTD	C0009079
C0036572	CTD	C0009079
C0038587	CTD	C0009079
C0001122	CTD	C0009170
C0009806	CTD	C0009214
C0020517	CTD	C0009214
C0022658	CTD	C0009214
C0027497	CTD	C0009214
C0030193	CTD	C0009214
C0030201	CTD	C0009214
C0030305	CTD	C0009214
C0038587	CTD	C0009214
C0428977	CTD	C0009214
C0002871	CTD	C0009262
C0003811	CTD	C0009262
C0003868	CTD	C0009262
C0006111	CTD	C0009262
C0020538	CTD	C0009262
C0021368	CTD	C0009262
C0022658	CTD	C0009262
C0023895	CTD	C0009262
C0026848	CTD	C0009262
C0027497	CTD	C0009262
C0027651	CTD	C0009262
C0029944	CTD	C0009262
C0030193	CTD	C0009262
C0030312	CTD	C0009262
C0033860	CTD	C0009262
C0036572	CTD	C0009262
C0040034	CTD	C0009262
C0522224	CTD	C0009262
C0006434	CTD	C0009316
C0522224	CTD	C0009316
C0004238	CTD	C0010286
C0013604	CTD	C0010286
C0022658	CTD	C0010286
C0026846	CTD	C0010286
C0030193	CTD	C0010286
C0042963	CTD	C0010286
C0236736	CTD	C0010286
C0008489	CTD	C0010547
C0042963	CTD	C0010547
C0026961	CTD	C0010582
C0030193	CTD	C0010582
C0002871	CTD	C0010583
C0002940	CTD	C0010583
C0004238	CTD	C0010583
C0005686	CTD	C0010583
C0007097	CTD	C0010583
C0008925	CTD	C0010583
C0019156	CTD	C0010583
C0019189	CTD	C0010583
C0021368	CTD	C0010583
C0024305	CTD	C0010583
C0025202	CTD	C0010583
C0027651	CTD	C0010583
C0030193	CTD	C0010583
C0030312	CTD	C0010583
C0041364	CTD	C0010583
C0878544	CTD	C0010583
C1261473	CTD	C0010583
C0004936	CTD	C0010590
C0428977	CTD	C0010590
C0002871	CTD	C0010592
C0003873	CTD	C0010592
C0011849	CTD	C0010592
C0015397	CTD	C0010592
C0018133	CTD	C0010592
C0020538	CTD	C0010592
C0021368	CTD	C0010592
C0022658	CTD	C0010592
C0022665	CTD	C0010592
C0023895	CTD	C0010592
C0026848	CTD	C0010592
C0026896	CTD	C0010592
C0030305	CTD	C0010592
C0030807	CTD	C0010592
C0033860	CTD	C0010592
C0035126	CTD	C0010592
C0036572	CTD	C0010592
C0040034	CTD	C0010592
C0042164	CTD	C0010592
C0235032	CTD	C0010592
C0242339	CTD	C0010592
C0522224	CTD	C0010592
C0015967	CTD	C0010620
C0036572	CTD	C0010620
C0030193	CTD	C0010648
C0030297	CTD	C0010648
C0235032	CTD	C0010654
C0023895	CTD	C0010927
C0027497	CTD	C0010927
C0037286	CTD	C0010927
C0023530	CTD	C0010934
C0040034	CTD	C0010934
C0235032	CTD	C0010934
C0001430	CTD	C0010961
C0002874	CTD	C0010961
C0008370	CTD	C0010961
C0020437	CTD	C0010961
C0033774	CTD	C0010961
C0398650	CTD	C0010961
C0015672	CTD	C0010976
C0015967	CTD	C0010976
C0018790	CTD	C0010976
C0018801	CTD	C0010976
C0020461	CTD	C0010976
C0024591	CTD	C0010976
C0026848	CTD	C0010976
C0030193	CTD	C0010976
C0030305	CTD	C0010976
C0032285	CTD	C0010976
C0036572	CTD	C0010976
C0000737	CTD	C0010980
C0001144	CTD	C0010980
C0002871	CTD	C0010980
C0002878	CTD	C0010980
C0009319	CTD	C0010980
C0011603	CTD	C0010980
C0011609	CTD	C0010980
C0015230	CTD	C0010980
C0021368	CTD	C0010980
C0022658	CTD	C0010980
C0023530	CTD	C0010980
C0025637	CTD	C0010980
C0032285	CTD	C0010980
C0033860	CTD	C0010980
C0036572	CTD	C0010980
C0037274	CTD	C0010980
C0018801	CTD	C0011015
C0022658	CTD	C0011015
C0023418	CTD	C0011015
C0027720	CTD	C0011015
C0878544	CTD	C0011015
C0020538	CTD	C0011082
C0005940	CTD	C0011145
C0006111	CTD	C0011145
C0018799	CTD	C0011145
C0021368	CTD	C0011145
C0023895	CTD	C0011145
C0003811	CTD	C0011685
C0020538	CTD	C0011685
C0020649	CTD	C0011685
C0020672	CTD	C0011685
C0027497	CTD	C0011685
C0036572	CTD	C0011685
C0236736	CTD	C0011685
C0428977	CTD	C0011685
C0042510	CTD	C0011689
C0005779	CTD	C0011701
C0020625	CTD	C0011701
C0040034	CTD	C0011701
C0001144	CTD	C0011777
C0002871	CTD	C0011777
C0005911	CTD	C0011777
C0009763	CTD	C0011777
C0015230	CTD	C0011777
C0015672	CTD	C0011777
C0018273	CTD	C0011777
C0020459	CTD	C0011777
C0020538	CTD	C0011777
C0023903	CTD	C0011777
C0024299	CTD	C0011777
C0026848	CTD	C0011777
C0028840	CTD	C0011777
C0033774	CTD	C0011777
C0036572	CTD	C0011777
C0040053	CTD	C0011777
C0042109	CTD	C0011777
C0242488	CTD	C0011777
C1269683	CTD	C0011786
C0014544	CTD	C0011812
C0028768	CTD	C0011812
C0236736	CTD	C0011812
C0525041	CTD	C0011812
C0009676	CTD	C0011816
C0030193	CTD	C0011816
C0035126	CTD	C0011816
C0036572	CTD	C0011816
C0525041	CTD	C0011816
C0014457	CTD	C0011892
C0022658	CTD	C0011892
C0030193	CTD	C0011892
C0030201	CTD	C0011892
C0036572	CTD	C0011892
C0038587	CTD	C0011892
C0236736	CTD	C0011892
C0236969	CTD	C0011892
C0022658	CTD	C0012004
C0003811	CTD	C0012010
C0013604	CTD	C0012010
C0018790	CTD	C0012010
C0018799	CTD	C0012010
C0020538	CTD	C0012010
C0020649	CTD	C0012010
C0020672	CTD	C0012010
C0021368	CTD	C0012010
C0025261	CTD	C0012010
C0027497	CTD	C0012010
C0030193	CTD	C0012010
C0030201	CTD	C0012010
C0032343	CTD	C0012010
C0035229	CTD	C0012010
C0036572	CTD	C0012010
C0039231	CTD	C0012010
C0040053	CTD	C0012010
C0042963	CTD	C0012010
C0428977	CTD	C0012010
C0525041	CTD	C0012010
C0002871	CTD	C0012022
C0011849	CTD	C0012022
C0013537	CTD	C0012022
C0013604	CTD	C0012022
C0018801	CTD	C0012022
C0020456	CTD	C0012022
C0020538	CTD	C0012022
C0020615	CTD	C0012022
C0020649	CTD	C0012022
C0030193	CTD	C0012022
C0039231	CTD	C0012022
C0022346	CTD	C0012093
C0040053	CTD	C0012093
C0235032	CTD	C0012132
C0878544	CTD	C0012132
C0001175	CTD	C0012133
C0011609	CTD	C0012133
C0023895	CTD	C0012133
C0033774	CTD	C0012191
C0000786	CTD	C0012203
C0017416	CTD	C0012203
C0023903	CTD	C0012203
C0025202	CTD	C0012203
C0002871	CTD	C0012228
C0015967	CTD	C0012228
C0022658	CTD	C0012228
C0029408	CTD	C0012228
C0030201	CTD	C0012228
C0032285	CTD	C0012228
C0260662	CTD	C0012228
